Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,technique_id,alert_text,first_time_seen,target_vulnerable,ti_match,campaign_id,stage_order
192.168.10.17-192.168.10.50-58126-14840-6,192.168.10.50,14840.0,192.168.10.17,58126.0,6.0,2017-07-05 03:07:00,239.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12552.30126,119.5,167.5843071,238.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,32.0,64.0,4184.100418,8368.200837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,395.0,229.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,,Attack BENIGN from 192.168.10.50 to 192.168.10.17 on port 58126.0 via protocol 6.0,0,0,0,16956,2527
172.16.0.1-192.168.10.50-59984-80-6,172.16.0.1,59984.0,192.168.10.50,80.0,6.0,2017-07-05 10:53:00,100512458.0,9.0,4.0,381.0,11595.0,381.0,0.0,42.33333333,127.0,11595.0,0.0,2898.75,5797.5,119.1494093,0.129337201,8376038.167,29000000.0,101000000.0,0.0,101000000.0,12600000.0,35500000.0,101000000.0,0.0,5249.0,1749.666667,1845.290582,3713.0,51.0,0.0,0.0,0.0,0.0,296.0,136.0,0.089541139,0.039796062,0.0,11595.0,855.4285714,3092.728114,9564967.187,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,921.2307692,42.33333333,2898.75,296.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,381.0,4.0,11595.0,251.0,235.0,1.0,32.0,1991.0,0.0,1991.0,1991.0,101000000.0,0.0,101000000.0,101000000.0,DoS Hulk,T1498,Attack DoS Hulk from 172.16.0.1 to 192.168.10.50 on port 80.0 via protocol 6.0,0,0,0,10629,156768
172.16.0.1-192.168.10.50-40740-80-6,172.16.0.1,40740.0,192.168.10.50,80.0,6.0,2017-07-05 10:59:00,1991.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3013.561025,398.2,543.0319512,1004.0,1.0,1991.0,398.2,543.0319512,1004.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,3013.561025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,251.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk,T1498,Attack DoS Hulk from 172.16.0.1 to 192.168.10.50 on port 80.0 via protocol 6.0,0,0,0,10629,227138
172.16.0.1-192.168.10.50-57796-80-6,172.16.0.1,57796.0,192.168.10.50,80.0,6.0,2017-07-05 10:43:00,146471.0,3.0,6.0,385.0,11595.0,385.0,0.0,128.3333333,222.2798536,4344.0,0.0,1932.5,1754.831473,81790.93472,61.44561039,18308.875,46996.0078,134161.0,4.0,12009.0,6004.5,8485.988481,12005.0,4.0,146419.0,29283.8,58854.81461,134161.0,18.0,0.0,0.0,0.0,0.0,104.0,200.0,20.48187013,40.96374026,0.0,4344.0,1198.0,1619.351379,2622298.889,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1331.111111,128.3333333,1932.5,104.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,385.0,6.0,11595.0,29200.0,235.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk,T1498,Attack DoS Hulk from 172.16.0.1 to 192.168.10.50 on port 80.0 via protocol 6.0,0,0,0,10629,26203
192.168.10.9-54.164.184.124-1473-443-6,54.164.184.124,443.0,192.168.10.9,1473.0,6.0,2017-07-04 09:04:00,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666666.6667,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,666666.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,118.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,,Attack BENIGN from 54.164.184.124 to 192.168.10.9 on port 1473.0 via protocol 6.0,0,0,0,41391,2
172.16.0.1-192.168.10.50-49656-80-6,172.16.0.1,49656.0,192.168.10.50,80.0,6.0,2017-07-05 10:58:00,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,251.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk,T1498,Attack DoS Hulk from 172.16.0.1 to 192.168.10.50 on port 80.0 via protocol 6.0,0,0,0,10629,210407
172.16.0.1-192.168.10.50-60846-1117-6,172.16.0.1,60846.0,192.168.10.50,1117.0,6.0,2017-07-07 02:54:00,26.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,230769.2308,76923.07692,26.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,38461.53846,38461.53846,0.0,6.0,2.0,3.464101615,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,T1046,Attack PortScan from 172.16.0.1 to 192.168.10.50 on port 1117.0 via protocol 6.0,0,0,0,10636,61401
192.168.10.9-61.215.208.240-2750-443-6,192.168.10.9,2750.0,61.215.208.240,443.0,6.0,2017-07-06 10:31:00,116594067.0,25.0,28.0,2041.0,12645.0,469.0,0.0,81.64,157.3517503,1324.0,0.0,451.6071429,525.0962761,125.9583817,0.454568585,2242193.596,4099871.776,10100000.0,2.0,117000000.0,4858086.125,5051069.038,10200000.0,48.0,113000000.0,4197631.963,5077215.889,10200000.0,2.0,0.0,0.0,0.0,0.0,512.0,704.0,0.214419144,0.240149441,0.0,1324.0,271.962963,432.6745678,187207.2816,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,277.0943396,81.64,451.6071429,512.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2041.0,28.0,12645.0,8192.0,36.0,24.0,20.0,264184.2727,322694.2596,1237142.0,166497.0,10000000.0,13573.70019,10100000.0,10000000.0,BENIGN,,Attack BENIGN from 192.168.10.9 to 61.215.208.240 on port 443.0 via protocol 6.0,0,0,0,16983,4943
172.16.0.1-192.168.10.50-62784-3527-6,172.16.0.1,62784.0,192.168.10.50,3527.0,6.0,2017-07-07 02:52:00,81.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,98765.4321,24691.35802,81.0,0.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,12345.67901,12345.67901,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,T1046,Attack PortScan from 172.16.0.1 to 192.168.10.50 on port 3527.0 via protocol 6.0,0,0,0,10636,31739
172.16.0.1-192.168.10.50-50493-80-6,172.16.0.1,50493.0,192.168.10.50,80.0,6.0,2017-07-07 04:05:00,81927415.0,8.0,6.0,56.0,11607.0,20.0,0.0,7.0,5.656854249,5840.0,0.0,1934.5,2538.919278,142.3577199,0.17088297,6302108.846,20100000.0,72800000.0,1.0,80100000.0,11400000.0,27200000.0,72800000.0,1.0,1800020.0,360004.0,804295.864,1798772.0,3.0,0.0,0.0,0.0,0.0,172.0,132.0,0.097647411,0.073235559,0.0,5840.0,777.9333333,1804.898987,3257660.352,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,833.5,7.0,1934.5,172.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,56.0,6.0,11607.0,256.0,229.0,6.0,20.0,989.0,0.0,989.0,989.0,40100000.0,46400000.0,72800000.0,7279853.0,DDoS,T1498,Attack DDoS from 172.16.0.1 to 192.168.10.50 on port 80.0 via protocol 6.0,0,0,0,10637,63619
172.16.0.1-192.168.10.50-42600-80-6,172.16.0.1,42600.0,192.168.10.50,80.0,6.0,2017-07-05 10:44:00,98232903.0,5.0,7.0,391.0,11595.0,379.0,0.0,78.2,168.1790712,7240.0,0.0,1656.428571,2566.885263,122.0161436,0.122158662,8930263.909,29600000.0,98100000.0,5.0,98100000.0,24500000.0,49000000.0,98100000.0,5.0,98200000.0,16400000.0,40000000.0,98100000.0,79.0,0.0,0.0,0.0,0.0,144.0,232.0,0.050899443,0.07125922,0.0,7240.0,922.4615385,1996.273178,3985106.603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,999.3333333,78.2,1656.428571,144.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,391.0,7.0,11595.0,0.0,235.0,2.0,20.0,16986.0,0.0,16986.0,16986.0,98100000.0,0.0,98100000.0,98100000.0,DoS Hulk,T1498,Attack DoS Hulk from 172.16.0.1 to 192.168.10.50 on port 80.0 via protocol 6.0,0,0,0,10629,46704
192.168.10.19-74.125.22.108-53520-465-6,192.168.10.19,53520.0,74.125.22.108,465.0,6.0,2017-07-06 04:05:00,1674370.0,19.0,22.0,1415.0,4520.0,378.0,0.0,74.47368421,87.83340824,2161.0,0.0,205.4545455,528.6090217,3544.616781,24.48682191,41859.25,114203.1471,717474.0,3.0,1674370.0,93020.55556,175945.5884,767275.0,3.0,1624585.0,77361.19048,150341.9172,717474.0,222.0,0.0,0.0,0.0,0.0,616.0,712.0,11.34755162,13.13927029,0.0,2161.0,141.3095238,388.938674,151273.2921,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,144.7560976,74.47368421,205.4545455,616.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1415.0,22.0,4520.0,29200.0,175.0,13.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,,Attack BENIGN from 192.168.10.19 to 74.125.22.108 on port 465.0 via protocol 6.0,0,0,0,16926,12424
142.0.160.53-192.168.10.25-443-52804-6,192.168.10.25,52804.0,142.0.160.53,443.0,6.0,2017-07-06 03:05:00,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,65535.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,,Attack BENIGN from 192.168.10.25 to 142.0.160.53 on port 443.0 via protocol 6.0,0,0,0,16934,3431
172.16.0.1-192.168.10.50-47002-80-6,172.16.0.1,47002.0,192.168.10.50,80.0,6.0,2017-07-05 10:53:00,16125.0,2.0,2.0,12.0,11.0,6.0,6.0,6.0,0.0,11.0,0.0,5.5,7.778174593,1426.356589,248.0620155,5375.0,8879.291582,15625.0,38.0,500.0,500.0,0.0,500.0,500.0,16087.0,16087.0,0.0,16087.0,16087.0,0.0,0.0,0.0,0.0,40.0,64.0,124.0310078,124.0310078,0.0,11.0,5.8,3.898717738,15.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.25,6.0,5.5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,2.0,11.0,0.0,235.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk,T1498,Attack DoS Hulk from 172.16.0.1 to 192.168.10.50 on port 80.0 via protocol 6.0,0,0,0,10629,153822
192.168.10.3-192.168.10.12-53-20677-17,192.168.10.12,20677.0,192.168.10.3,53.0,17.0,2017-07-05 02:09:00,48981.0,2.0,2.0,68.0,218.0,34.0,34.0,34.0,0.0,109.0,109.0,109.0,0.0,5838.998795,81.66431882,16327.0,28275.72945,48977.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,64.0,40.83215941,40.83215941,34.0,109.0,64.0,41.07919181,1687.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,34.0,109.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,2.0,218.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,,Attack BENIGN from 192.168.10.12 to 192.168.10.3 on port 53.0 via protocol 17.0,0,1,0,16884,3575
192.168.10.3-192.168.10.17-53-28726-17,192.168.10.17,28726.0,192.168.10.3,53.0,17.0,2017-07-06 01:53:00,24670.0,2.0,2.0,62.0,224.0,31.0,31.0,31.0,0.0,112.0,112.0,112.0,0.0,11593.02797,162.1402513,8223.333333,14238.90109,24665.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,64.0,40.0,81.07012566,81.07012566,31.0,112.0,63.4,44.36552716,1968.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,79.25,31.0,112.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,62.0,2.0,224.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,,Attack BENIGN from 192.168.10.17 to 192.168.10.3 on port 53.0 via protocol 17.0,0,1,0,16918,1733
